Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;coord;NEIGHBORHOOD;teryt;nazwa
1775;1790;Rejs sp. z o.o., Rypin;2593;180461;17121;Rypin, PL;53.067281 19.406027;PL,PL;0412;rypiński
1776;1678;Suder Plus sp. z o.o., Kraków;4532;180144;7379;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1777;1904;Zakłady Mechaniczne Tarnów SA, Tarnów;2540;180127;12935;Tarnów, PL;50.012378 20.988074;PL,PL;1263;m.Tarnów
1780;1734;PPHU Centrum sp. z o.o., Nowy Sącz;2223;179856;b.d.;Nowy Sącz, PL;49.624917 20.691346;Sącz,;1262;m.Nowy Sącz
1781;1273;Buma Contractor sp. z o.o. sp.k., Kraków;4120;179797;3223;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1782;1697;Excellent SA, Kraków;4690;179680;6620;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1783;1956;Fabryka Przyczep Niewiadów sp. z o.o., Warszawa;2920;179473;14096;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1784;1747;Ab Foods Polska sp. z o.o., Nowa Sól;1084;179466;17772;Nowa Sól, PL;51.803249 15.711935;Sól,;0804;nowosolski
1785;1967;TRMEW Obrót sp. z o.o., Grudziądz;3514;179228;914;Grudziądz, PL;53.487648 18.755776;PL,PL;0414;świecki
1786;1803;Firma Tank sp.j., Toruń;4671;179030;5961;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
1787;1699;Inpol Papier sp. z o.o., Tarnowskie Góry;4690;178782;8893;Tarnowskie Góry, PL;50.444519 18.855476;Góry,;2413;tarnogórski
1788;1627;European Brakes And Chassis Comp., Wrocław;2932;178614;6658;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1789;1877;Helios SA, Łódź;5914;178563;10915;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1790;1880;Maximir sp. z o.o., Bydgoszcz;4941;178282;b.d.;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
1791;1820;Eltrim Kable sp. z o.o., Uzdowo;2732;178171;5662;Uzdowo, PL;53.347432 20.10237;PL,PL;2803;działdowski
1792;1735;MPT Tabo sp. z o.o., Poznań;4636;178132;677;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1793;1709;Affidea sp. z o.o., Warszawa;8622;178000;6511;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1794;1493;DT Swiss Polska sp. z o.o., Oborniki;3092;177876;2732;Oborniki, PL;52.645664 16.809788;PL,PL;3016;obornicki
1795;1813;Alpha Technology sp. z o.o. sp.k.a., Kraków;2229;177759;6104;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1796;1693;Park Drobiarski sp. z o.o., Śmiłowo;147;177477;8246;Śmiłowo, PL;52.709585 19.820645;PL,PL;1427;sierpecki
1797;1781;Komplex Tours sp. z o.o., Warszawa;4645;177233;663;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1798;1930;Atlas Ward Polska sp. z o.o., Wrocław;4110;177207;2576;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1799;1894;Solvent Wistol SA, Oświęcim;2014;177077;22604;Oświęcim, PL;50.038088 19.226107;PL,PL;2414;tyski
1800;1575;Max PHU, Czechowice-Dziedzice;4635;177045;821;Czechowice-Dziedzice, PL;49.911215 19.007564;PL,PL;2403;cieszyński
1801;1661;Dimension Data Polska sp. z o.o., Warszawa;6202;177000;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1802;1907;F.H Alu-Met, Nowy Sącz;4677;176966;5361;Nowy Sącz, PL;49.624917 20.691346;Sącz,;1262;m.Nowy Sącz
1803;1714;ZACh Chemet SA, Tarnowskie Góry;3020;176878;9819;Tarnowskie Góry, PL;50.444519 18.855476;Góry,;2413;tarnogórski
1804;1802;Sonac Uśnice sp. z o.o., Uśnice;1091;176799;22378;Uśnice, PL;53.958078 18.917844;PL,PL;2209;malborski
1805;1756;ATUT PW sp. z o.o., Rakoniewice;4730;176596;9115;Rakoniewice, PL;52.139349 16.273853;PL,PL;3005;grodziski(wielkopolskie)
1806;1681;Hipp Polska sp. z o.o., Warszawa;4638;176508;5504;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1807;1596;Gryfskand sp. z o.o., Gryfino;2014;176465;12676;Gryfino, PL;53.253589 14.492424;PL,PL;3206;gryfiński
1808;1634;Carmen sp. z o.o., Jasienica;4635;176431;212;Jasienica, PL;50.202569 18.816272;PL,PL;2408;mikołowski
1809;1829;Mateus sp. z o.o., Warszawa;4690;176393;1230;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1810;1798;Unimax SA, Kielce;4674;176221;7217;Kielce, PL;50.871788 20.630835;PL,PL;2604;kielecki
1811;1688;Stek sp. z o.o. sp.k., Grudziądz;4632;176117;3227;Grudziądz, PL;53.487648 18.755776;PL,PL;0414;świecki
1812;1919;Aquila Brzeg sp. z o.o., Września;1721;175983;2032;Września, PL;52.325069 17.565228;PL,PL;3030;wrzesiński
1813;1925;PPH Alkor sj, Przemyśl;4672;175897;8618;Przemyśl, PL;49.782156 22.769263;PL,PL;1862;m.Przemyśl
1814;1671;Zetor Polska sp. z o.o., Kalisz;4661;175694;21;Kalisz, PL;51.757765 18.083346;PL,PL;3061;m.Kalisz
1816;1609;Intertrend Polska sp. z o.o., Września;3109;175126;4061;Września, PL;52.325069 17.565228;PL,PL;3030;wrzesiński
1817;1730;PH Motogama sp.j., Rząska;4531;174831;5409;Rząska, PL;50.09626 19.84352;PL,PL;1206;krakowski
1819;1824;Targor-Truck sp. z o.o., Ławy;4941;174648;3848;Ławy, PL;52.910286 14.955899;PL,PL;3210;myśliborski
1820;1607;Telmex sp. z o.o., Białystok;3109;174647;14839;Białystok, PL;53.132398 23.159168;PL,PL;2002;białostocki
1821;1933;FLSmidth Maag Gear sp. z o.o., Elbląg;2815;174505;3521;Elbląg, PL;54.155871 19.404458;PL,PL;2861;m.Elbląg
1822;1856;Willson & Brown WB sp. z o.o. sk, Warszawa;7311;174277;4524;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1823;1722;MDI Energia SA, Warszawa;4211;174210;4520;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1824;1858;Ferroxcube Polska sp. z o.o., Skierniewice;2344;174097;18929;Skierniewice, PL;51.956858 20.143004;PL,PL;1063;m.Skierniewice
1825;1550;TGS Przemysław Stoń, Ruda Śląska;4673;173963;8912;Ruda Śląska, PL;50.273242 18.859407;Śląska,;2478;m.Zabrze
1826;1959;Axpo Polska sp. z o.o., Warszawa;3514;173954;-1422;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1827;1716;Biesterfeld Chemia Specjalna sp. z o.o., Warszawa;4675;173822;12885;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1828;1659;Przedsiębiorstwo Wielobranżowe Kier, Jastrzębie;1011;173821;7365;Jastrzębie, PL;51.016741 17.75314;PL,PL;1606;namysłowski
1829;1670;Ekstraklasa SA, Warszawa;9319;173502;3222;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1830;1785;OZAS-ESAB sp. z o.o., Opole;2790;173202;4179;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
1831;1799;Auto Salon Świtoń-Paczkowski sp.j., Lubin;4511;173055;3031;Lubin, PL;51.397447 16.205128;PL,PL;0211;lubiński
1832;1567;Eurozet sp. z o.o., Warszawa;7312;172793;24131;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1833;927;Hewlett Packard Enterprise GBC sp. z o.o., Wrocław;6920;172703;30056;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1834;1750;Merkury SA, Białystok;4646;172677;6771;Białystok, PL;53.132398 23.159168;PL,PL;2002;białostocki
1835;1840;Zakłady Mięsne Pekpol SA, Ostrołęka;1013;172662;-3504;Ostrołęka, PL;53.082879 21.572894;PL,PL;1461;m.Ostrołęka
1836;1886;Mitmar sp. z o.o., Głowno;4632;172518;1074;Głowno, PL;51.966087 19.713567;PL,PL;1005;łowicki
1837;1581;Schwarte Milfor sp. z o.o., Olsztyn;2529;172491;4644;Olsztyn, PL;53.775411 20.481225;PL,PL;2862;m.Olsztyn
1839;1656;Melvit SA, Kruki;1061;172408;20926;Kruki, PL;54.32014 22.10488;PL,PL;2818;gołdapski
1840;1719;Papyrus sp. z o.o., Warszawa;4690;172174;2935;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1841;1911;REX - BUD sp. z o.o., Łódź;4120;171968;10011;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1842;1945;Zakład Wyk. Sieci Elektrycznych sp. z o.o., Rzeszów;4222;171929;2376;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
1843;1438;Techland sp. z o.o., Ostrów Wielkopolski;6201;171886;15581;Ostrów Wielkopolski, PL;51.653001 17.815084;Wielkopolski,;3017;ostrowski(wielkopolskie)
1844;1848;Fiege sp. z o.o., Mszczonów;5229;171851;8058;Mszczonów, PL;51.974031 20.512668;PL,PL;1405;grodziski(mazowieckie)
1845;1773;Malow sp. z o.o., Suwałki;3101;171792;7238;Suwałki, PL;54.100445 22.933102;PL,PL;2063;m.Suwałki
1846;1516;Codewise sp. z o.o. sp.k., Kraków;7312;171559;1620;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1847;1822;Rosa Bud SA, Radom;4120;171528;230;Radom, PL;51.40107 21.153411;PL,PL;1463;m.Radom
1848;1847;Mikroma Polska SA, Września;2711;171495;749;Września, PL;52.325069 17.565228;PL,PL;3030;wrzesiński
1849;1792;Zarys International Group sp. z o.o. sp.k., Bielsko-Biała;4646;171158;10161;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1850;1778;Daku International sp. z o.o., Warszawa;5121;171023;32;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1851;1628;Xerox Polska sp. z o.o., Warszawa;4651;170551;3620;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1852;1786;Słodownia Soufflet sp. z o.o., Poznań;1106;170508;22861;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1853;1726;Autostrada Eksploatacja SA, Poznań;9609;170308;63678;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1854;1314;Famur Famak SA, Kluczbork;2822;170293;1669;Kluczbork, PL;50.97307 18.214009;PL,PL;1604;kluczborski
1855;1943;Farm, Skarszewy;4623;170254;1528;Skarszewy, PL;54.071752 18.445995;PL,PL;2213;starogardzki
1856;1686;Enesta sp. z o.o., Stalowa Wola;3513;170240;6306;Stalowa Wola, PL;50.568985 22.064467;Wola,;1818;stalowowolski
1857;1837;Centrala Techniczna Eltech sp. z o.o., Świdnica;4669;170211;8985;Świdnica, PL;50.842484 16.487055;PL,PL;0219;świdnicki(śląskie)
1858;1851;Remak SA, Opole;3320;170127;7694;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
1859;1934;PPH Stanlab sp.j., Lubin;4675;169583;13987;Lubin, PL;51.397447 16.205128;PL,PL;0211;lubiński
1860;1732;Zorka sp. z o.o., Jelenia Góra;3109;169578;2431;Jelenia Góra, PL;50.903103 15.734431;Góra,;0212;lwówecki
1861;1757;Lindab sp. z o.o., Wieruchów;4690;169558;19279;Wieruchów, PL;52.232212 20.827531;PL,PL;1432;warszawski zachodni
1862;1768;Padma Art sp. z o.o. sp.k., Suwałki;1729;169557;9841;Suwałki, PL;54.100445 22.933102;PL,PL;2063;m.Suwałki
1863;1621;Panlink sp. z o.o., Rokitki;2732;169482;6208;Rokitki, PL;50.713333 17.126389;PL,PL;0224;ząbkowicki
1864;1540;Comparex Poland sp. z o.o., Warszawa;4651;169426;-3647;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1865;1406;UCB Pharma sp. z o.o., Warszawa;5146;169392;6568;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1866;1834;Panmar sp.j., Krosno;4671;169084;8272;Krosno, PL;49.693807 21.765151;PL,PL;1861;m.Krosno
1868;1738;Krause sp. z o.o., Świdnica;2511;168903;1949;Świdnica, PL;50.842484 16.487055;PL,PL;0219;świdnicki(śląskie)
1869;1810;PB Dombud SA, Katowice;4120;168858;9360;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1870;1604;Arteria SA GK, Warszawa;6920;168752;-41782;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1871;1895;Novago sp. z o.o., Mława;3811;168563;33939;Mława, PL;53.111509 20.382012;PL,PL;1413;mławski
1872;1844;DGS Poland sp. z o.o., Mierzyn;3250;168524;11135;Mierzyn, PL;52.152125 15.518603;PL,PL;0808;świebodziński
1874;1836;Becton Dickinson Polska sp. z o.o., Warszawa;4646;168310;5103;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1875;1766;Berendsen Textile Service sp. z o.o., Żukowo;9601;168280;27198;Żukowo, PL;54.345856 18.365009;PL,PL;2204;gdański
1876;1896;Mine Master sp. z o.o., Złotoryja;2892;168241;8085;Złotoryja, PL;51.123491 15.916515;PL,PL;0226;złotoryjski
1878;1909;Iglomen sp. z o.o., Kraków;4638;168142;2549;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1879;1870;Mecalit Polska sp. z o.o., Łódź;2229;168007;7819;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1880;1862;Travel Free Poland sp. z o.o., Kostrzyn Nad Odrą;4726;167933;2481;Kostrzyn Nad Odrą, PL;52.589874 14.653634;Nad;0807;sulęciński
1882;1745;ETP SA, Katowice;2712;167766;1539;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1883;1542;Zamet Industry SA, Piotrków Trybunalski;2899;167578;8557;Piotrków Trybunalski, PL;51.40824 19.695987;Trybunalski,;1062;m.Piotrków Trybunalski
1884;1914;Jaszpol sp. z o.o., Zgierz;4511;167566;2046;Zgierz, PL;51.855943 19.405644;PL,PL;1061;m.Łódź
1885;1600;SNS Foods sp. z o.o., Łódź;4632;167556;1713;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1886;1777;Suwary SA GK, Pabianice;3162;167485;7657;Pabianice, PL;51.661203 19.357662;PL,PL;1008;pabianicki
1888;1898;Fabryka Przewodów Energetycznych SA, Będzin;2593;167325;-4255;Będzin, PL;50.323079 19.13222;PL,PL;2401;będziński
1889;1902;Ochnik SA, Garwolin;4771;167176;15885;Garwolin, PL;51.897556 21.614949;PL,PL;1403;garwoliński
1890;1855;Marvel sp. z o.o., Łódź;4511;167073;2077;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1891;1641;Alfa Laval Kraków sp. z o.o., Kraków;2829;167051;19213;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1892;1794;KLER SA, Dobrodzień;3109;166955;149;Dobrodzień, PL;50.72886 18.444336;PL,PL;1608;oleski
1893;1922;PmPoland SA, Jelenia Góra;2895;166698;10040;Jelenia Góra, PL;50.903103 15.734431;Góra,;0212;lwówecki
1894;1818;Meble Vox sp. z o.o. sp.k., Kobylnica;3110;166678;1239;Kobylnica, PL;54.448608 16.981289;PL,PL;2263;m.Słupsk
1895;1667;Kamix sp. z o.o., Warszawa;4639;166623;2046;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1896;1825;Bros sp. z o.o. sp.j., Poznań;2020;166480;24919;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1897;1951;Stal Systems SA, Wólka Pełkińska;2511;165999;6033;Wólka Pełkińska, PL;50.092344 22.606218;Pełkińska,;1804;jarosławski
1898;1924;MTDiS Olma sp.j., Nowy Sącz;4941;165888;2071;Nowy Sącz, PL;49.624917 20.691346;Sącz,;1262;m.Nowy Sącz
1899;1774;Olkop Hurtownia Olejów i Paliw, Kowalewo Pomorskie;4671;165774;2807;Kowalewo Pomorskie, PL;53.154314 18.897547;Pomorskie,;0405;golubsko-dobrzyński
1900;1718;Panda Hurt sp. z o.o. sp.k., Zgierz;4632;165713;2620;Zgierz, PL;51.855943 19.405644;PL,PL;1061;m.Łódź
1902;1711;City Car sp. z o.o., Gliwice;4511;165512;2195;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
1903;1854;Ziarn-Pol sp. z o.o., Górki;4621;165272;3794;Górki, PL;52.197036 19.982792;PL,PL;1005;łowicki
1904;1769;Hurtownie Elekroniczne Kopel sp. z o.o., Toruń;4690;165268;2653;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
1905;1905;Tankpol R Mosio i Wspólnicy sp.j., Szczucin;4671;165175;1623;Szczucin, PL;50.309014 21.075137;PL,PL;2601;buski
1906;1748;Miedziowe Centrum Zdrowia SA, Lubin;8610;165102;31;Lubin, PL;51.397447 16.205128;PL,PL;0211;lubiński
1907;1812;Zakłady Mięsne Brat-Pol sp. z o.o., Wielgomłyny;1011;164909;-267;Wielgomłyny, PL;51.012626 19.763963;PL,PL;2613;włoszczowski
1908;1731;EWE Energia sp. z o.o., Międzyrzecz;3522;164865;23653;Międzyrzecz, PL;52.444826 15.578637;PL,PL;0803;międzyrzecki
1909;1535;SMA Magnetics sp. z o.o., Zabierzów;2711;164785;6781;Zabierzów, PL;50.114639 19.799381;PL,PL;1206;krakowski
1910;1784;Kamsoft SA, Katowice;6201;164590;14631;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1911;1752;Spółdzielnia Piekarsko-Ciastkarska, Warszawa;1071;164451;985;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1912;1929;Zakład Drobiarski Lech Drób sp. z o.o., Zalewo;1012;164205;13580;Zalewo, PL;53.845877 19.606118;PL,PL;2815;ostródzki
1913;;Baksy sp. z o.o. sp.k., Kraków;6612;163970;-41;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1914;1649;Cyfrowe Centrum Serwisowe SA GK, Piaseczno;4652;163935;1442;Piaseczno, PL;53.58206 16.13332;PL,PL;3203;drawski
1915;1772;John Cotton Europe sp. z o.o., Głuszyca;1392;163717;340;Głuszyca, PL;50.68622 16.373058;PL,PL;0221;wałbrzyski
1916;1860;L Correct sp. z o.o., Ociąż;2219;163703;11031;Ociąż, PL;51.703523 17.933306;PL,PL;3017;ostrowski(wielkopolskie)
1917;1775;Kazar Footwear sp. z o.o., Przemyśl;4772;163646;1178;Przemyśl, PL;49.782156 22.769263;PL,PL;1862;m.Przemyśl
1918;1819;AES SA Grupa SBS, Jasło;4674;163619;8911;Jasło, PL;49.747047 21.474314;PL,PL;1805;jasielski
1919;1601;Pomorskie Centrum Mięsne K&K sp. z o.o.sp.k., Gdynia;1013;163576;4656;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
1920;1759;Tdagro sp. z o.o., Golub-Dobrzyń;4621;163514;178;Golub-Dobrzyń, PL;53.113892 19.05445;PL,PL;0405;golubsko-dobrzyński
1921;1936;Plast Met Automotive Systems sp. z o.o., Olkusz;2599;163473;17526;Olkusz, PL;50.278816 19.559631;PL,PL;1212;olkuski
1922;1823;Fines SA, Pruszków;6619;163168;15060;Pruszków, PL;52.164353 20.801739;PL,PL;1421;pruszkowski
1923;1900;Natur Produkt Pharma sp. z o.o., Ostrów Mazowiecka;2120;163018;16228;Ostrów Mazowiecka, PL;52.800043 21.897638;Mazowiecka,;1416;ostrowski(mazowieckie)
1924;1908;ZHU Mixpol, Łodygowice;4671;162881;3105;Łodygowice, PL;49.730571 19.140113;PL,PL;2417;żywiecki
1925;1694;Semmelrock Stein + Design sp. z o.o., Kołbiel;2361;162808;-3366;Kołbiel, PL;52.064881 21.480417;PL,PL;1417;otwocki
1926;1946;Masfalt sp. z o.o., Pruszków;2363;162786;7536;Pruszków, PL;52.164353 20.801739;PL,PL;1421;pruszkowski
1927;1839;PTS Betrans sp. z o.o., Rogowiec;4941;162722;-615;Rogowiec, PL;50.693407 16.314926;PL,PL;0221;wałbrzyski
1928;1838;Sewera Polska Chemia, Katowice;4673;162645;1757;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1929;1915;PPH Elkabel Szczygielski sp.j., Lublin;4690;162326;2691;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
1930;1776;MPWiK sp. z o.o., Lublin;3700;162208;12588;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
1931;1828;Inżynieria Rzeszów SA, Rzeszów;4339;162206;4320;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
1932;1793;Etisoft sp. z o.o., Gliwice;1812;162164;14526;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
1933;1926;Moje Bambino sp. z o.o. sk, Łódź;3240;162159;17140;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1934;1878;MDM NT sp. z o.o., Bielsko-Biała;1395;162092;21767;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1935;1687;Pawtrans Holding sp. z o.o., Warszawa;4941;161885;3932;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1936;1873;Interstal SA, Kraków;4690;161827;4852;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1937;1892;Vaillant Saunier Duval sp. z o.o., Warszawa;4674;161707;3927;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1938;1791;Heban sp. z o.o. sp.k., Kraków;4673;161640;6677;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1939;1874;Schmolz+Bickenbach sp. z o.o., Mysłowice;4672;161634;1071;Mysłowice, PL;50.241472 19.141453;PL,PL;2470;m.Mysłowice
1940;1861;Jeremias sp. z o.o., Gniezno;2511;161574;13174;Gniezno, PL;52.535974 17.595889;PL,PL;3003;gnieźnieński
1941;1689;Bagpak Polska sp. z o.o., Warszawa;2592;161161;28608;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1942;1947;Transbud sp.j., Reda;6491;161123;13790;Reda, PL;54.604327 18.350519;PL,PL;2215;wejherowski
1943;1615;R2 Center sp. z o.o., Suchy Las;3212;161096;1236;Suchy Las, PL;52.317475 22.825703;Las,;1410;łosicki
1944;1921;Innvigo sp. z o.o., Warszawa;4675;160991;-1794;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1945;1841;FBserwis SA, Warszawa;3314;160879;-9988;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1946;1869;Alstal Grupa Budowlana sp. z o.o. sp.k., Inowrocław;4120;160780;2123;Inowrocław, PL;52.795241 18.259562;PL,PL;0407;inowrocławski
1947;1761;Respol Export - Import sp. z o.o., Warszawa;4674;160625;4288;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1948;1417;C. Olsen Trading sp. z o.o., Warszawa;4690;160462;-70;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1949;1830;Postęp sp. z o.o., Pniewy;3109;160420;8832;Pniewy, PL;52.508962 16.256641;PL,PL;3015;nowotomyski
1950;1927;Same Deutz-Fahr Polska sp. z o.o., Mełgiew;4661;160245;7733;Mełgiew, PL;51.230524 22.780388;PL,PL;0610;łęczyński
1951;1942;Maxgear sp. z o.o. sp.k., Bieruń;4531;160098;13307;Bieruń, PL;50.093192 19.091826;PL,PL;2410;pszczyński
1952;1863;Scandic Food sp. z o.o., Warszawa;1039;160048;5064;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1953;1787;PTS Plast-Box SA GK, Słupsk;2222;160030;5672;Słupsk, PL;54.464933 17.028073;PL,PL;2263;m.Słupsk
1954;1782;Nowel sp. z o.o., Legionowo;4671;160012;5590;Legionowo, PL;52.407053 20.934556;PL,PL;1408;legionowski
1955;1917;Daldehog Poland sp. z o.o., Sękocin Nowy;4120;159982;10298;Sękocin Nowy, PL;52.117222 20.892778;Nowy,;1465;m.Warszawa
1956;1864;Boston Scientific Polska sp. z o.o., Warszawa;4646;159935;1475;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1957;1779;Jenox Akumulatory sp. z o.o., Chodzież;2720;159923;5514;Chodzież, PL;52.988682 16.915951;PL,PL;3001;chodzieski
1958;1809;Tece Industrial sp. z o.o., Strzelin;2599;159750;16395;Strzelin, PL;50.780728 17.069683;PL,PL;0217;strzeliński
1959;1879;Polsnack Polska sp. z o.o., Sady;4638;159694;73;Sady, PL;52.439255 22.704259;PL,PL;2010;siemiatycki
1960;1707;Caparol Polska sp. z o.o., Warszawa;4673;159642;5026;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1961;;Shire Polska sp. z o.o., Warszawa;4646;159496;4802;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1962;1949;Hitachi Capital Polska sp. z o.o., Warszawa;7711;159194;-7597;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1963;1920;Liebherr Polska sp. z o.o., Ruda Śląska;4663;159140;9160;Ruda Śląska, PL;50.273242 18.859407;Śląska,;2478;m.Zabrze
1964;1811;Mullenlowe Mediahub sp. z o.o., Warszawa;7311;159035;2539;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1965;1940;Jastrzębskie Zakłady Remontowe sp. z o.o.;3312;158866;18837;Jastrzębie, PL;51.016741 17.75314;PL,PL;1606;namysłowski
1966;1801;York PL sp. z o.o. sp.k., Bolechowo;2229;158741;5515;Bolechowo, PL;53.50599 14.873;PL,PL;3204;goleniowski
1967;1964;S&T Poland sp. z o.o., Warszawa;6202;158644;8729;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1968;1620;Polski Holding Nieruchomości SA, Warszawa;4110;158600;31500;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1969;1684;IBM Polska Business Services sp. z o.o., Warszawa;2233;158420;25378;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1970;1891;Firma Karlik sp.j., Poznań;4511;158303;5284;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1971;1883;Debon sp. z o.o., Pępowo;2920;158190;15491;Pępowo, PL;51.757771 17.12204;PL,PL;3004;gostyński
1972;1899;MTL sp.j., Toruń;4690;158149;5342;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
1973;1612;Pfizer Polska sp. z o.o., Warszawa;7311;158052;8107;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1974;1660;Burda Publishing Polska sp. z o.o., Warszawa;5814;157945;2656;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
